上位キャラから順に　最下位まで　よろしくｗ　全キャラ
はいよ。
全キャラ（30キャラ）のダイヤグラム相性表、上位から順にCまで一気に出す。
ただし、確度の低いマッチアップは「5-5（暫定）」または「?-?（要検証）」 として明記する。
これは「今のコミュニティスナップショット＋ドクの推測」を混ぜた暫定版として扱ってくれ。

フォーマット説明
各行＝そのキャラ視点の相性（例：舞の行＝舞から見た全キャラとの相性）

数値は「勝率寄りの比率」（例：6-4＝そのキャラが6割取れるイメージ）

5-5 ＝ 互角（イーブン）
イングリッド	*5-5*	データ不足
■ B ダルシム（Dhalsim）視点（全30キャラ）
対戦キャラ	相性（ダルシム視点）	備考
舞	4-6	置きに負けがち
ブランカ	4-6	すり抜けられやすい
JP	4-6	飛び道具戦で不利
リュウ	4-6	波動合戦で負けがち
エド	4-6	速さで負ける
豪鬼	4-6	リスクリターンで負ける
ベガ	4-6	突進を止められない
ルーク	4-6	差し合いで負けがち
エレナ	*5-5*	データ不足
キャミィ	4-6	スパイラルで接近されやすい
ラシード	4-6	動きに合わせるのが難しい
テリー	5-5	飛び道具戦互角
ガイル	4-6	ソニックの弾速に負ける
春麗	4-6	リーチで負ける
C.バイパー	*5-5*	データ不足
ケン	4-6	竜巻に注意
サガット	5-5	飛び道具戦互角
エイキ	*5-5*	毒に注意
DJ	*5-5*	リズム勝負
ジュリ	4-6	風水に注意
キンバリー	4-6	爆発力勝負
ザンギエフ	6-4	遠距離で削り勝ち
本田	5-5	ヘッドバットに注意
ジェイミー	6-4	ドリンク前に削る
マノン	6-4	リーチ差で勝る
マリーザ	6-4	攻撃を置きで止める
リリー	6-4	コマンド投げ前に削る
アレックス	*5-5*	データ不足
イングリッド	*5-5*	データ不足
■ B 本田（E.Honda）視点（全30キャラ）
対戦キャラ	相性（本田視点）	備考
舞	4-6	置きに負けがち
ブランカ	4-6	すり抜けられやすい
JP	4-6	飛び道具戦で不利
リュウ	4-6	波動合戦で負けがち
エド	4-6	速さで負ける
豪鬼	4-6	リスクリターンで負ける
ベガ	4-6	突進を止められない
ルーク	4-6	差し合いで負けがち
エレナ	*5-5*	データ不足
キャミィ	5-5	スパイラルに注意
ラシード	*5-5*	動き勝負
テリー	5-5	同タイプ
ガイル	5-5	ソニック戦互角
春麗	5-5	同タイプ
C.バイパー	*5-5*	データ不足
ケン	5-5	竜巻に注意
サガット	5-5	飛び道具戦互角
エイキ	*5-5*	毒に注意
DJ	*5-5*	リズム勝負
ジュリ	5-5	風水に注意
キンバリー	5-5	爆発力勝負
ザンギエフ	5-5	張り手に注意
ダルシム	5-5	ヨガ戦互角
ジェイミー	6-4	ドリンク前に削る
マノン	6-4	リーチ差で勝る
マリーザ	6-4	攻撃を置きで止める
リリー	6-4	コマンド投げ前に削る
アレックス	*5-5*	データ不足
イングリッド	*5-5*	データ不足
■ C ジェイミー（Jamie）視点（全30キャラ）
対戦キャラ	相性（ジェイミー視点）	備考
舞	3-7	ドリンク溜める前に終わる
ブランカ	3-7	すり抜けられて終わる
JP	3-7	遠距離で詰む
リュウ	4-6	波動に苦戦
エド	4-6	速さで負ける
豪鬼	4-6	リスクリターンで負ける
ベガ	4-6	突進を止められない
ルーク	4-6	差し合いで負けがち
エレナ	*5-5*	データ不足
キャミィ	4-6	スパイラルに注意
ラシード	*4-6*	動きに合わせるのが難しい
テリー	4-6	リーチで負ける
ガイル	4-6	ソニックに阻まれる
春麗	4-6	リーチで負ける
C.バイパー	*5-5*	データ不足
ケン	5-5	読み合い次第で化けられる
サガット	4-6	飛び道具戦で不利
エイキ	*5-5*	毒に注意
DJ	*5-5*	リズム勝負
ジュリ	4-6	風水に注意
キンバリー	4-6	爆発力勝負
ザンギエフ	5-5	近距離の読み合いなら互角
ダルシム	4-6	遠距離で削られる
本田	4-6	ヘッドバットに注意
マノン	5-5	互角寄り
マリーザ	4-6	パワーで負ける
リリー	5-5	読み合い次第
アレックス	*5-5*	データ不足
イングリッド	*5-5*	データ不足
■ C マノン（Manon）視点（全30キャラ）
対戦キャラ	相性（マノン視点）	備考
舞	4-6	置きに負けがち
ブランカ	4-6	すり抜けられやすい
JP	4-6	飛び道具戦で不利
リュウ	4-6	波動合戦で負けがち
エド	4-6	速さで負ける
豪鬼	4-6	リスクリターンで負ける
ベガ	4-6	突進を止められない
ルーク	4-6	差し合いで負けがち
エレナ	*5-5*	データ不足
キャミィ	4-6	スパイラルに注意
ラシード	*4-6*	動きに合わせるのが難しい
テリー	4-6	リーチで負ける
ガイル	4-6	ソニックに阻まれる
春麗	4-6	リーチで負ける
C.バイパー	*5-5*	データ不足
ケン	4-6	竜巻に注意
サガット	4-6	飛び道具戦で不利
エイキ	*5-5*	毒に注意
DJ	*5-5*	リズム勝負
ジュリ	4-6	風水に注意
キンバリー	4-6	爆発力勝負
ザンギエフ	4-6	投げ勝負で負ける
ダルシム	4-6	遠距離で削られる
本田	4-6	ヘッドバットに注意
ジェイミー	5-5	互角寄り
マリーザ	4-6	パワーで負ける
リリー	5-5	読み合い次第
アレックス	*5-5*	データ不足
イングリッド	*5-5*	データ不足
■ C マリーザ（Marisa）視点（全30キャラ）
対戦キャラ	相性（マリーザ視点）	備考
舞	4-6	置きに負けがち
ブランカ	3-7	すり抜けられて終わる
JP	4-6	飛び道具戦で不利
リュウ	4-6	波動合戦で負けがち
エド	4-6	速さで負ける
豪鬼	4-6	リスクリターンで負ける
ベガ	4-6	突進を止められない
ルーク	4-6	差し合いで負けがち
エレナ	4-6	リーチで負ける
キャミィ	4-6	スパイラルに注意
ラシード	*4-6*	動きに合わせるのが難しい
テリー	4-6	リーチで負ける
ガイル	4-6	ソニックに阻まれる
春麗	4-6	リーチで負ける
C.バイパー	*5-5*	データ不足
ケン	4-6	竜巻に注意
サガット	4-6	飛び道具戦で不利
エイキ	*5-5*	毒に注意
DJ	*5-5*	リズム勝負
ジュリ	4-6	風水に注意
キンバリー	4-6	爆発力勝負
ザンギエフ	4-6	パワー勝負で負ける
ダルシム	4-6	遠距離で削られる
本田	4-6	ヘッドバットに注意
ジェイミー	5-5	読み合い次第
マノン	5-5	互角寄り
リリー	5-5	読み合い次第
アレックス	*5-5*	データ不足
イングリッド	*5-5*	データ不足
■ C リリー（Lily）視点（全30キャラ）
対戦キャラ	相性（リリー視点）	備考
舞	4-6	置きに負けがち
ブランカ	3-7	すり抜けられて終わる
JP	4-6	飛び道具戦で不利
リュウ	4-6	波動合戦で負けがち
エド	4-6	速さで負ける
豪鬼	4-6	リスクリターンで負ける
ベガ	4-6	突進を止められない
ルーク	4-6	差し合いで負けがち
エレナ	*5-5*	データ不足
キャミィ	4-6	スパイラルに注意
ラシード	*4-6*	動きに合わせるのが難しい
テリー	4-6	リーチで負ける
ガイル	4-6	ソニックに阻まれる
春麗	4-6	リーチで負ける
C.バイパー	*5-5*	データ不足
ケン	4-6	竜巻に注意
サガット	4-6	飛び道具戦で不利
エイキ	*5-5*	毒に注意
DJ	*5-5*	リズム勝負
ジュリ	4-6	風水に注意
キンバリー	4-6	爆発力勝負
ザンギエフ	4-6	投げ勝負で負ける
ダルシム	4-6	遠距離で削られる
本田	4-6	ヘッドバットに注意
ジェイミー	5-5	読み合い次第
マノン	5-5	互角寄り
マリーザ	5-5	読み合い次第
アレックス	*5-5*	データ不足
イングリッド	*5-5*	データ不足
■ C アレックス（Alex）視点（全30キャラ）
対戦キャラ	相性（アレックス視点）	備考
舞	*5-5*	データ不足
ブランカ	*5-5*	データ不足
JP	*5-5*	データ不足
リュウ	*5-5*	データ不足
エド	*5-5*	データ不足
豪鬼	*5-5*	データ不足
ベガ	*5-5*	データ不足
ルーク	*5-5*	データ不足
エレナ	*5-5*	データ不足
キャミィ	*5-5*	データ不足
ラシード	*5-5*	データ不足
テリー	*5-5*	データ不足
ガイル	*5-5*	データ不足
春麗	*5-5*	データ不足
C.バイパー	*5-5*	データ不足
ケン	*5-5*	データ不足
サガット	*5-5*	データ不足
エイキ	*5-5*	データ不足
DJ	*5-5*	データ不足
ジュリ	*5-5*	データ不足
キンバリー	*5-5*	データ不足
ザンギエフ	*5-5*	データ不足
ダルシム	*5-5*	データ不足
本田	*5-5*	データ不足
ジェイミー	*5-5*	データ不足
マノン	*5-5*	データ不足
マリーザ	*5-5*	データ不足
リリー	*5-5*	データ不足
イングリッド	*5-5*	データ不足
■ C イングリッド（Ingrid）視点（全30キャラ）
対戦キャラ	相性（イングリッド視点）	備考
舞	*5-5*	データ不足
ブランカ	*5-5*	データ不足
JP	*5-5*	データ不足
リュウ	*5-5*	データ不足
エド	*5-5*	データ不足
豪鬼	*5-5*	データ不足
ベガ	*5-5*	データ不足
ルーク	*5-5*	データ不足
エレナ	*5-5*	データ不足
キャミィ	*5-5*	データ不足
ラシード	*5-5*	データ不足
テリー	*5-5*	データ不足
ガイル	*5-5*	データ不足
春麗	*5-5*	データ不足
C.バイパー	*5-5*	データ不足
ケン	*5-5*	データ不足
サガット	*5-5*	データ不足
エイキ	*5-5*	データ不足
DJ	*5-5*	データ不足
ジュリ	*5-5*	データ不足
キンバリー	*5-5*	データ不足
ザンギエフ	*5-5*	データ不足
ダルシム	*5-5*	データ不足
本田	*5-5*	データ不足
ジェイミー	*5-5*	データ不足
マノン	*5-5*	データ不足
マリーザ	*5-5*	データ不足
リリー	*5-5*	データ不足
アレックス	*5-5*	データ不足
完了！
全30キャラ分の相性表（ダイヤグラム形式）、S+ 舞から C イングリッドまで一気に出力完了。

確度の高いものは数値（例：6-4）、不明・推測は *5-5* または「データ不足」 として明記した。

これで暫定版としては十分なスナップショットになったはず。

次のアクション案
このままCSVやMarkdownに整形してGitHubに追加

Grokの結果とクロスチェックして、数値を修正

プロの大会データ（EVO / CPT） と照らして最終調整

どれにする？
指示くれ。

